Block數量,1000
Thread數量,10
預期模擬次數,100000000
實際模擬次數,99779756
執行時間(ms),2657
元素個數,26
轉盤個數,3
排列組合總數,17576
W-I-L,5747,0.00575969%
W-I-M,5630,0.00564243%
W-I-N,5710,0.0057226%
W-I-O,5685,0.00569755%
W-I-P,5630,0.00564243%
W-I-Q,5683,0.00569554%
W-I-R,5775,0.00578775%
W-I-S,5645,0.00565746%
W-I-T,5691,0.00570356%
W-I-U,5627,0.00563942%
W-I-V,5791,0.00580378%
W-I-W,5620,0.00563241%
W-I-X,5757,0.00576971%
W-I-Y,5722,0.00573463%
W-I-Z,5828,0.00584086%
W-J-A,5682,0.00569454%
W-J-B,5685,0.00569755%
W-J-C,5660,0.00567249%
W-J-D,5614,0.00562639%
W-J-E,5764,0.00577672%
W-J-F,5585,0.00559733%
W-J-G,5645,0.00565746%
W-J-H,5537,0.00554922%
W-J-I,5579,0.00559131%
W-J-J,5755,0.0057677%
W-J-K,5601,0.00561336%
W-J-L,5675,0.00568753%
W-J-M,5706,0.00571859%
W-J-N,5828,0.00584086%
W-J-O,5621,0.00563341%
W-J-P,5717,0.00572962%
W-J-Q,5593,0.00560535%
W-J-R,5587,0.00559933%
W-J-S,5764,0.00577672%
W-J-T,5762,0.00577472%
W-J-U,5593,0.00560535%
W-J-V,5694,0.00570657%
W-J-W,5496,0.00550813%
W-J-X,5750,0.00576269%
W-J-Y,5806,0.00581882%
W-J-Z,5613,0.00562539%
W-K-A,5783,0.00579576%
W-K-B,5657,0.00566949%
W-K-C,5807,0.00581982%
W-K-D,5650,0.00566247%
W-K-E,5579,0.00559131%
W-K-F,5762,0.00577472%
W-K-G,5650,0.00566247%
W-K-H,5635,0.00564744%
W-K-I,5749,0.00576169%
W-K-J,5703,0.00571559%
W-K-K,5757,0.00576971%
W-K-L,5594,0.00560635%
W-K-M,5633,0.00564543%
W-K-N,5738,0.00575067%
W-K-O,5682,0.00569454%
W-K-P,5665,0.0056775%
W-K-Q,5662,0.0056745%
W-K-R,5719,0.00573162%
W-K-S,5711,0.00572361%
W-K-T,5707,0.0057196%
W-K-U,5612,0.00562439%
W-K-V,5853,0.00586592%
W-K-W,5743,0.00575568%
W-K-X,5710,0.0057226%
W-K-Y,5720,0.00573263%
W-K-Z,5700,0.00571258%
W-L-A,5686,0.00569855%
W-L-B,5620,0.00563241%
W-L-C,5673,0.00568552%
W-L-D,5752,0.0057647%
W-L-E,5627,0.00563942%
W-L-F,5726,0.00573864%
W-L-G,5605,0.00561737%
W-L-H,5936,0.0059491%
W-L-I,5689,0.00570156%
W-L-J,5631,0.00564343%
W-L-K,5705,0.00571759%
W-L-L,5675,0.00568753%
W-L-M,5666,0.00567851%
W-L-N,5746,0.00575868%
W-L-O,5659,0.00567149%
W-L-P,5589,0.00560134%
W-L-Q,5635,0.00564744%
W-L-R,5655,0.00566748%
W-L-S,5587,0.00559933%
W-L-T,5613,0.00562539%
W-L-U,5666,0.00567851%
W-L-V,5706,0.00571859%
W-L-W,5644,0.00565646%
W-L-X,5629,0.00564142%
W-L-Y,5600,0.00561236%
W-L-Z,5691,0.00570356%
W-M-A,5811,0.00582383%
W-M-B,5652,0.00566448%
W-M-C,5773,0.00578574%
W-M-D,5604,0.00561637%
W-M-E,5580,0.00559232%
W-M-F,5703,0.00571559%
W-M-G,5681,0.00569354%
W-M-H,5745,0.00575768%
W-M-I,5618,0.0056304%
W-M-J,5762,0.00577472%
W-M-K,5711,0.00572361%
W-M-L,5592,0.00560434%
W-M-M,5570,0.00558229%
W-M-N,5802,0.00581481%
W-M-O,5836,0.00584888%
W-M-P,5649,0.00566147%
W-M-Q,5623,0.00563541%
W-M-R,5674,0.00568652%
W-M-S,5589,0.00560134%
W-M-T,5625,0.00563742%
W-M-U,5847,0.00585991%
W-M-V,5499,0.00551114%
W-M-W,5747,0.00575969%
W-M-X,5881,0.00589398%
W-M-Y,5633,0.00564543%
W-M-Z,5658,0.00567049%
W-N-A,5681,0.00569354%
W-N-B,5677,0.00568953%
W-N-C,5635,0.00564744%
W-N-D,5744,0.00575668%
W-N-E,5694,0.00570657%
W-N-F,5727,0.00573964%
W-N-G,5675,0.00568753%
W-N-H,5759,0.00577171%
W-N-I,5706,0.00571859%
W-N-J,5660,0.00567249%
W-N-K,5606,0.00561837%
W-N-L,5787,0.00579977%
W-N-M,5570,0.00558229%
W-N-N,5605,0.00561737%
W-N-O,5703,0.00571559%
W-N-P,5687,0.00569955%
W-N-Q,5599,0.00561136%
W-N-R,5655,0.00566748%
W-N-S,5696,0.00570857%
W-N-T,5636,0.00564844%
W-N-U,5778,0.00579075%
W-N-V,5604,0.00561637%
W-N-W,5714,0.00572661%
W-N-X,5613,0.00562539%
W-N-Y,5724,0.00573663%
W-N-Z,5631,0.00564343%
W-O-A,5780,0.00579276%
W-O-B,5623,0.00563541%
W-O-C,5513,0.00552517%
W-O-D,5683,0.00569554%
W-O-E,5685,0.00569755%
W-O-F,5617,0.0056294%
W-O-G,5693,0.00570557%
W-O-H,5764,0.00577672%
W-O-I,5755,0.0057677%
W-O-J,5735,0.00574766%
W-O-K,5645,0.00565746%
W-O-L,5569,0.00558129%
W-O-M,5611,0.00562339%
W-O-N,5754,0.0057667%
W-O-O,5791,0.00580378%
W-O-P,5720,0.00573263%
W-O-Q,5766,0.00577873%
W-O-R,5697,0.00570957%
W-O-S,5731,0.00574365%
W-O-T,5683,0.00569554%
W-O-U,5709,0.0057216%
W-O-V,5799,0.0058118%
W-O-W,5777,0.00578975%
W-O-X,5669,0.00568151%
W-O-Y,5713,0.00572561%
W-O-Z,5653,0.00566548%
W-P-A,5733,0.00574565%
W-P-B,5699,0.00571158%
W-P-C,5533,0.00554521%
W-P-D,5687,0.00569955%
W-P-E,5601,0.00561336%
W-P-F,5567,0.00557929%
W-P-G,5796,0.00580879%
W-P-H,5784,0.00579677%
W-P-I,5584,0.00559633%
W-P-J,5819,0.00583184%
W-P-K,5670,0.00568252%
W-P-L,5758,0.00577071%
W-P-M,5625,0.00563742%
W-P-N,5742,0.00575467%
W-P-O,5667,0.00567951%
W-P-P,5670,0.00568252%
W-P-Q,5579,0.00559131%
W-P-R,5683,0.00569554%
W-P-S,5708,0.0057206%
W-P-T,5707,0.0057196%
W-P-U,5746,0.00575868%
W-P-V,5571,0.0055833%
W-P-W,5594,0.00560635%
W-P-X,5616,0.0056284%
W-P-Y,5611,0.00562339%
W-P-Z,5745,0.00575768%
W-Q-A,5655,0.00566748%
W-Q-B,5776,0.00578875%
W-Q-C,5729,0.00574165%
W-Q-D,5693,0.00570557%
W-Q-E,5808,0.00582082%
W-Q-F,5661,0.0056735%
W-Q-G,5658,0.00567049%
W-Q-H,5673,0.00568552%
W-Q-I,5702,0.00571459%
W-Q-J,5717,0.00572962%
W-Q-K,5685,0.00569755%
W-Q-L,5722,0.00573463%
W-Q-M,5838,0.00585089%
W-Q-N,5567,0.00557929%
W-Q-O,5663,0.0056755%
W-Q-P,5755,0.0057677%
W-Q-Q,5743,0.00575568%
W-Q-R,5624,0.00563641%
W-Q-S,5706,0.00571859%
W-Q-T,5720,0.00573263%
W-Q-U,5491,0.00550312%
W-Q-V,5630,0.00564243%
W-Q-W,5803,0.00581581%
W-Q-X,5799,0.0058118%
W-Q-Y,5726,0.00573864%
W-Q-Z,5661,0.0056735%
W-R-A,5583,0.00559532%
W-R-B,5726,0.00573864%
W-R-C,5741,0.00575367%
W-R-D,5657,0.00566949%
W-R-E,5649,0.00566147%
W-R-F,5848,0.00586091%
W-R-G,5765,0.00577773%
W-R-H,5725,0.00573764%
W-R-I,5654,0.00566648%
W-R-J,5670,0.00568252%
W-R-K,5542,0.00555423%
W-R-L,5675,0.00568753%
W-R-M,5814,0.00582683%
W-R-N,5693,0.00570557%
W-R-O,5488,0.00550011%
W-R-P,5591,0.00560334%
W-R-Q,5562,0.00557428%
W-R-R,5652,0.00566448%
W-R-S,5712,0.00572461%
W-R-T,5837,0.00584988%
W-R-U,5736,0.00574866%
W-R-V,5608,0.00562038%
W-R-W,5683,0.00569554%
W-R-X,5764,0.00577672%
W-R-Y,5743,0.00575568%
W-R-Z,5654,0.00566648%
W-S-A,5699,0.00571158%
W-S-B,5666,0.00567851%
W-S-C,5656,0.00566848%
W-S-D,5732,0.00574465%
W-S-E,5758,0.00577071%
W-S-F,5583,0.00559532%
W-S-G,5706,0.00571859%
W-S-H,5576,0.00558831%
W-S-I,5687,0.00569955%
W-S-J,5763,0.00577572%
W-S-K,5632,0.00564443%
W-S-L,5647,0.00565946%
W-S-M,5660,0.00567249%
W-S-N,5857,0.00586993%
W-S-O,5677,0.00568953%
W-S-P,5598,0.00561036%
W-S-Q,5700,0.00571258%
W-S-R,5683,0.00569554%
W-S-S,5694,0.00570657%
W-S-T,5704,0.00571659%
W-S-U,5721,0.00573363%
W-S-V,5715,0.00572761%
W-S-W,5579,0.00559131%
W-S-X,5728,0.00574064%
W-S-Y,5490,0.00550212%
W-S-Z,5695,0.00570757%
W-T-A,5679,0.00569154%
W-T-B,5740,0.00575267%
W-T-C,5649,0.00566147%
W-T-D,5691,0.00570356%
W-T-E,5688,0.00570056%
W-T-F,5773,0.00578574%
W-T-G,5744,0.00575668%
W-T-H,5743,0.00575568%
W-T-I,5722,0.00573463%
W-T-J,5587,0.00559933%
W-T-K,5734,0.00574666%
W-T-L,5637,0.00564944%
W-T-M,5691,0.00570356%
W-T-N,5772,0.00578474%
W-T-O,5780,0.00579276%
W-T-P,5715,0.00572761%
W-T-Q,5666,0.00567851%
W-T-R,5682,0.00569454%
W-T-S,5607,0.00561938%
W-T-T,5603,0.00561537%
W-T-U,5790,0.00580278%
W-T-V,5641,0.00565345%
W-T-W,5702,0.00571459%
W-T-X,5606,0.00561837%
W-T-Y,5801,0.0058138%
W-T-Z,5642,0.00565445%
W-U-A,5666,0.00567851%
W-U-B,5753,0.0057657%
W-U-C,5588,0.00560033%
W-U-D,5669,0.00568151%
W-U-E,5638,0.00565044%
W-U-F,5632,0.00564443%
W-U-G,5714,0.00572661%
W-U-H,5748,0.00576069%
W-U-I,5562,0.00557428%
W-U-J,5557,0.00556927%
W-U-K,5692,0.00570456%
W-U-L,5620,0.00563241%
W-U-M,5727,0.00573964%
W-U-N,5656,0.00566848%
W-U-O,5654,0.00566648%
W-U-P,5545,0.00555724%
W-U-Q,5657,0.00566949%
W-U-R,5686,0.00569855%
W-U-S,5688,0.00570056%
W-U-T,5670,0.00568252%
W-U-U,5652,0.00566448%
W-U-V,5671,0.00568352%
W-U-W,5888,0.005901%
W-U-X,5582,0.00559432%
W-U-Y,5656,0.00566848%
W-U-Z,5793,0.00580579%
W-V-A,5618,0.0056304%
W-V-B,5791,0.00580378%
W-V-C,5714,0.00572661%
W-V-D,5719,0.00573162%
W-V-E,5730,0.00574265%
W-V-F,5657,0.00566949%
W-V-G,5624,0.00563641%
W-V-H,5661,0.0056735%
W-V-I,5541,0.00555323%
W-V-J,5582,0.00559432%
W-V-K,5754,0.0057667%
W-V-L,5602,0.00561437%
W-V-M,5507,0.00551916%
W-V-N,5758,0.00577071%
W-V-O,5675,0.00568753%
W-V-P,5680,0.00569254%
W-V-Q,5588,0.00560033%
W-V-R,5681,0.00569354%
W-V-S,5677,0.00568953%
W-V-T,5635,0.00564744%
W-V-U,5637,0.00564944%
W-V-V,5737,0.00574966%
W-V-W,5567,0.00557929%
W-V-X,5724,0.00573663%
W-V-Y,5721,0.00573363%
W-V-Z,5731,0.00574365%
W-W-A,5643,0.00565546%
W-W-B,5691,0.00570356%
W-W-C,5652,0.00566448%
W-W-D,5680,0.00569254%
W-W-E,5623,0.00563541%
W-W-F,5648,0.00566047%
W-W-G,5778,0.00579075%
W-W-H,5772,0.00578474%
W-W-I,5670,0.00568252%
W-W-J,5750,0.00576269%
W-W-K,5741,0.00575367%
W-W-L,5581,0.00559332%
W-W-M,5803,0.00581581%
W-W-N,5746,0.00575868%
W-W-O,5679,0.00569154%
W-W-P,5703,0.00571559%
W-W-Q,5777,0.00578975%
W-W-R,5752,0.0057647%
W-W-S,5606,0.00561837%
W-W-T,5723,0.00573563%
W-W-U,5722,0.00573463%
W-W-V,5800,0.0058128%
W-W-W,5691,0.00570356%
W-W-X,5737,0.00574966%
W-W-Y,5691,0.00570356%
W-W-Z,5759,0.00577171%
W-X-A,5664,0.0056765%
W-X-B,5602,0.00561437%
W-X-C,5653,0.00566548%
W-X-D,5691,0.00570356%
W-X-E,5639,0.00565145%
W-X-F,5704,0.00571659%
W-X-G,5749,0.00576169%
W-X-H,5759,0.00577171%
W-X-I,5679,0.00569154%
W-X-J,5759,0.00577171%
W-X-K,5696,0.00570857%
W-X-L,5740,0.00575267%
W-X-M,5730,0.00574265%
W-X-N,5541,0.00555323%
W-X-O,5860,0.00587293%
W-X-P,5595,0.00560735%
W-X-Q,5678,0.00569053%
W-X-R,5654,0.00566648%
W-X-S,5637,0.00564944%
W-X-T,5616,0.0056284%
W-X-U,5628,0.00564042%
W-X-V,5672,0.00568452%
W-X-W,5618,0.0056304%
W-X-X,5630,0.00564243%
W-X-Y,5635,0.00564744%
W-X-Z,5748,0.00576069%
W-Y-A,5708,0.0057206%
W-Y-B,5752,0.0057647%
W-Y-C,5496,0.00550813%
W-Y-D,5831,0.00584387%
W-Y-E,5589,0.00560134%
W-Y-F,5613,0.00562539%
W-Y-G,5536,0.00554822%
W-Y-H,5670,0.00568252%
W-Y-I,5725,0.00573764%
W-Y-J,5750,0.00576269%
W-Y-K,5825,0.00583786%
W-Y-L,5614,0.00562639%
W-Y-M,5672,0.00568452%
W-Y-N,5671,0.00568352%
W-Y-O,5650,0.00566247%
W-Y-P,5597,0.00560935%
W-Y-Q,5680,0.00569254%
W-Y-R,5589,0.00560134%
W-Y-S,5598,0.00561036%
W-Y-T,5533,0.00554521%
W-Y-U,5525,0.0055372%
W-Y-V,5628,0.00564042%
W-Y-W,5687,0.00569955%
W-Y-X,5704,0.00571659%
W-Y-Y,5709,0.0057216%
W-Y-Z,5862,0.00587494%
W-Z-A,5728,0.00574064%
W-Z-B,5749,0.00576169%
W-Z-C,5529,0.0055412%
W-Z-D,5599,0.00561136%
W-Z-E,5593,0.00560535%
W-Z-F,5659,0.00567149%
W-Z-G,5564,0.00557628%
W-Z-H,5664,0.0056765%
W-Z-I,5706,0.00571859%
W-Z-J,5742,0.00575467%
W-Z-K,5716,0.00572862%
W-Z-L,5661,0.0056735%
W-Z-M,5700,0.00571258%
W-Z-N,5744,0.00575668%
W-Z-O,5648,0.00566047%
W-Z-P,5810,0.00582282%
W-Z-Q,5635,0.00564744%
W-Z-R,5665,0.0056775%
W-Z-S,5760,0.00577271%
W-Z-T,5674,0.00568652%
W-Z-U,5614,0.00562639%
W-Z-V,5632,0.00564443%
W-Z-W,5850,0.00586291%
W-Z-X,5715,0.00572761%
W-Z-Y,5634,0.00564644%
W-Z-Z,5690,0.00570256%
X-A-A,5695,0.00570757%
X-A-B,5696,0.00570857%
X-A-C,5831,0.00584387%
X-A-D,5675,0.00568753%
X-A-E,5729,0.00574165%
X-A-F,5625,0.00563742%
X-A-G,5703,0.00571559%
X-A-H,5785,0.00579777%
X-A-I,5627,0.00563942%
X-A-J,5559,0.00557127%
X-A-K,5687,0.00569955%
X-A-L,5658,0.00567049%
X-A-M,5599,0.00561136%
X-A-N,5731,0.00574365%
X-A-O,5774,0.00578674%
X-A-P,5642,0.00565445%
X-A-Q,5710,0.0057226%
X-A-R,5631,0.00564343%
X-A-S,5774,0.00578674%
X-A-T,5694,0.00570657%
X-A-U,5714,0.00572661%
X-A-V,5616,0.0056284%
X-A-W,5645,0.00565746%
X-A-X,5673,0.00568552%
X-A-Y,5738,0.00575067%
X-A-Z,5724,0.00573663%
X-B-A,5652,0.00566448%
X-B-B,5623,0.00563541%
X-B-C,5723,0.00573563%
X-B-D,5590,0.00560234%
X-B-E,5661,0.0056735%
X-B-F,5755,0.0057677%
X-B-G,5715,0.00572761%
X-B-H,5727,0.00573964%
X-B-I,5535,0.00554722%
X-B-J,5611,0.00562339%
X-B-K,5628,0.00564042%
X-B-L,5638,0.00565044%
X-B-M,5609,0.00562138%
X-B-N,5738,0.00575067%
X-B-O,5609,0.00562138%
X-B-P,5773,0.00578574%
X-B-Q,5603,0.00561537%
X-B-R,5571,0.0055833%
X-B-S,5526,0.0055382%
X-B-T,5652,0.00566448%
X-B-U,5563,0.00557528%
X-B-V,5709,0.0057216%
X-B-W,5713,0.00572561%
X-B-X,5739,0.00575167%
X-B-Y,5543,0.00555524%
X-B-Z,5555,0.00556726%
X-C-A,5779,0.00579176%
X-C-B,5663,0.0056755%
X-C-C,5585,0.00559733%
X-C-D,5641,0.00565345%
X-C-E,5691,0.00570356%
X-C-F,5567,0.00557929%
X-C-G,5692,0.00570456%
X-C-H,5728,0.00574064%
X-C-I,5628,0.00564042%
X-C-J,5710,0.0057226%
X-C-K,5734,0.00574666%
X-C-L,5701,0.00571358%
X-C-M,5695,0.00570757%
X-C-N,5664,0.0056765%
X-C-O,5854,0.00586692%
X-C-P,5721,0.00573363%
X-C-Q,5654,0.00566648%
X-C-R,5800,0.0058128%
X-C-S,5717,0.00572962%
X-C-T,5599,0.00561136%
X-C-U,5620,0.00563241%
X-C-V,5746,0.00575868%
X-C-W,5657,0.00566949%
X-C-X,5585,0.00559733%
X-C-Y,5675,0.00568753%
X-C-Z,5568,0.00558029%
X-D-A,5704,0.00571659%
X-D-B,5659,0.00567149%
X-D-C,5576,0.00558831%
X-D-D,5721,0.00573363%
X-D-E,5751,0.00576369%
X-D-F,5705,0.00571759%
X-D-G,5722,0.00573463%
X-D-H,5665,0.0056775%
X-D-I,5503,0.00551515%
X-D-J,5686,0.00569855%
X-D-K,5688,0.00570056%
X-D-L,5689,0.00570156%
X-D-M,5764,0.00577672%
X-D-N,5631,0.00564343%
X-D-O,5735,0.00574766%
X-D-P,5715,0.00572761%
X-D-Q,5658,0.00567049%
X-D-R,5755,0.0057677%
X-D-S,5748,0.00576069%
X-D-T,5761,0.00577372%
X-D-U,5651,0.00566347%
X-D-V,5673,0.00568552%
X-D-W,5664,0.0056765%
X-D-X,5699,0.00571158%
X-D-Y,5694,0.00570657%
X-D-Z,5651,0.00566347%
X-E-A,5647,0.00565946%
X-E-B,5702,0.00571459%
X-E-C,5587,0.00559933%
X-E-D,5514,0.00552617%
X-E-E,5713,0.00572561%
X-E-F,5658,0.00567049%
X-E-G,5700,0.00571258%
X-E-H,5563,0.00557528%
X-E-I,5669,0.00568151%
X-E-J,5735,0.00574766%
X-E-K,5689,0.00570156%
X-E-L,5528,0.0055402%
X-E-M,5560,0.00557227%
X-E-N,5518,0.00553018%
X-E-O,5773,0.00578574%
X-E-P,5580,0.00559232%
X-E-Q,5763,0.00577572%
X-E-R,5692,0.00570456%
X-E-S,5777,0.00578975%
X-E-T,5710,0.0057226%
X-E-U,5561,0.00557327%
X-E-V,5694,0.00570657%
X-E-W,5721,0.00573363%
X-E-X,5673,0.00568552%
X-E-Y,5731,0.00574365%
X-E-Z,5554,0.00556626%
X-F-A,5646,0.00565846%
X-F-B,5734,0.00574666%
X-F-C,5472,0.00548408%
X-F-D,5727,0.00573964%
X-F-E,5751,0.00576369%
X-F-F,5607,0.00561938%
X-F-G,5699,0.00571158%
X-F-H,5697,0.00570957%
X-F-I,5758,0.00577071%
X-F-J,5578,0.00559031%
X-F-K,5624,0.00563641%
X-F-L,5799,0.0058118%
X-F-M,5652,0.00566448%
X-F-N,5752,0.0057647%
X-F-O,5675,0.00568753%
X-F-P,5641,0.00565345%
X-F-Q,5727,0.00573964%
X-F-R,5765,0.00577773%
X-F-S,5642,0.00565445%
X-F-T,5677,0.00568953%
X-F-U,5820,0.00583285%
X-F-V,5786,0.00579877%
X-F-W,5785,0.00579777%
X-F-X,5749,0.00576169%
X-F-Y,5705,0.00571759%
X-F-Z,5691,0.00570356%
X-G-A,5694,0.00570657%
X-G-B,5551,0.00556325%
X-G-C,5551,0.00556325%
X-G-D,5695,0.00570757%
X-G-E,5848,0.00586091%
X-G-F,5613,0.00562539%
X-G-G,5685,0.00569755%
X-G-H,5498,0.00551014%
X-G-I,5584,0.00559633%
X-G-J,5737,0.00574966%
X-G-K,5667,0.00567951%
X-G-L,5666,0.00567851%
X-G-M,5703,0.00571559%
X-G-N,5649,0.00566147%
X-G-O,5751,0.00576369%
X-G-P,5782,0.00579476%
X-G-Q,5708,0.0057206%
X-G-R,5747,0.00575969%
X-G-S,5661,0.0056735%
X-G-T,5565,0.00557728%
X-G-U,5662,0.0056745%
X-G-V,5737,0.00574966%
X-G-W,5540,0.00555223%
X-G-X,5789,0.00580178%
X-G-Y,5604,0.00561637%
X-G-Z,5642,0.00565445%
X-H-A,5772,0.00578474%
X-H-B,5806,0.00581882%
X-H-C,5627,0.00563942%
X-H-D,5724,0.00573663%
X-H-E,5630,0.00564243%
X-H-F,5523,0.00553519%
X-H-G,5662,0.0056745%
X-H-H,5732,0.00574465%
X-H-I,5722,0.00573463%
X-H-J,5702,0.00571459%
X-H-K,5751,0.00576369%
X-H-L,5589,0.00560134%
X-H-M,5707,0.0057196%
X-H-N,5699,0.00571158%
X-H-O,5807,0.00581982%
X-H-P,5671,0.00568352%
X-H-Q,5764,0.00577672%
X-H-R,5672,0.00568452%
X-H-S,5622,0.00563441%
X-H-T,5715,0.00572761%
X-H-U,5704,0.00571659%
X-H-V,5617,0.0056294%
X-H-W,5764,0.00577672%
X-H-X,5566,0.00557829%
X-H-Y,5688,0.00570056%
X-H-Z,5718,0.00573062%
X-I-A,5585,0.00559733%
X-I-B,5735,0.00574766%
X-I-C,5693,0.00570557%
X-I-D,5628,0.00564042%
X-I-E,5662,0.0056745%
X-I-F,5637,0.00564944%
X-I-G,5696,0.00570857%
X-I-H,5661,0.0056735%
X-I-I,5644,0.00565646%
X-I-J,5787,0.00579977%
X-I-K,5636,0.00564844%
X-I-L,5719,0.00573162%
X-I-M,5601,0.00561336%
X-I-N,5578,0.00559031%
X-I-O,5636,0.00564844%
X-I-P,5636,0.00564844%
X-I-Q,5673,0.00568552%
X-I-R,5672,0.00568452%
X-I-S,5684,0.00569655%
X-I-T,5795,0.00580779%
X-I-U,5817,0.00582984%
X-I-V,5670,0.00568252%
X-I-W,5666,0.00567851%
X-I-X,5676,0.00568853%
X-I-Y,5743,0.00575568%
X-I-Z,5569,0.00558129%
X-J-A,5768,0.00578073%
X-J-B,5665,0.0056775%
X-J-C,5659,0.00567149%
X-J-D,5659,0.00567149%
X-J-E,5672,0.00568452%
X-J-F,5628,0.00564042%
X-J-G,5553,0.00556526%
X-J-H,5640,0.00565245%
X-J-I,5642,0.00565445%
X-J-J,5648,0.00566047%
X-J-K,5701,0.00571358%
X-J-L,5818,0.00583084%
X-J-M,5745,0.00575768%
X-J-N,5769,0.00578173%
X-J-O,5729,0.00574165%
X-J-P,5601,0.00561336%
X-J-Q,5709,0.0057216%
X-J-R,5753,0.0057657%
X-J-S,5543,0.00555524%
X-J-T,5745,0.00575768%
X-J-U,5688,0.00570056%
X-J-V,5711,0.00572361%
X-J-W,5699,0.00571158%
X-J-X,5744,0.00575668%
X-J-Y,5762,0.00577472%
X-J-Z,5601,0.00561336%
X-K-A,5686,0.00569855%
X-K-B,5615,0.00562739%
X-K-C,5581,0.00559332%
X-K-D,5615,0.00562739%
X-K-E,5747,0.00575969%
X-K-F,5695,0.00570757%
X-K-G,5619,0.0056314%
X-K-H,5513,0.00552517%
X-K-I,5664,0.0056765%
X-K-J,5779,0.00579176%
X-K-K,5707,0.0057196%
X-K-L,5650,0.00566247%
X-K-M,5670,0.00568252%
X-K-N,5751,0.00576369%
X-K-O,5709,0.0057216%
X-K-P,5683,0.00569554%
X-K-Q,5575,0.00558731%
X-K-R,5632,0.00564443%
X-K-S,5834,0.00584688%
X-K-T,5686,0.00569855%
X-K-U,5666,0.00567851%
X-K-V,5733,0.00574565%
X-K-W,5624,0.00563641%
X-K-X,5684,0.00569655%
X-K-Y,5757,0.00576971%
X-K-Z,5813,0.00582583%
X-L-A,5626,0.00563842%
X-L-B,5622,0.00563441%
X-L-C,5655,0.00566748%
X-L-D,5852,0.00586492%
X-L-E,5598,0.00561036%
X-L-F,5573,0.0055853%
X-L-G,5634,0.00564644%
X-L-H,5657,0.00566949%
X-L-I,5628,0.00564042%
X-L-J,5739,0.00575167%
X-L-K,5667,0.00567951%
X-L-L,5708,0.0057206%
X-L-M,5696,0.00570857%
X-L-N,5804,0.00581681%
X-L-O,5638,0.00565044%
X-L-P,5640,0.00565245%
X-L-Q,5624,0.00563641%
X-L-R,5593,0.00560535%
X-L-S,5585,0.00559733%
X-L-T,5722,0.00573463%
X-L-U,5622,0.00563441%
X-L-V,5544,0.00555624%
X-L-W,5616,0.0056284%
X-L-X,5666,0.00567851%
X-L-Y,5687,0.00569955%
X-L-Z,5607,0.00561938%
X-M-A,5639,0.00565145%
X-M-B,5657,0.00566949%
X-M-C,5684,0.00569655%
X-M-D,5562,0.00557428%
X-M-E,5634,0.00564644%
X-M-F,5568,0.00558029%
X-M-G,5658,0.00567049%
X-M-H,5589,0.00560134%
X-M-I,5784,0.00579677%
X-M-J,5615,0.00562739%
X-M-K,5757,0.00576971%
X-M-L,5759,0.00577171%
X-M-M,5760,0.00577271%
X-M-N,5674,0.00568652%
X-M-O,5653,0.00566548%
X-M-P,5614,0.00562639%
X-M-Q,5814,0.00582683%
X-M-R,5587,0.00559933%
X-M-S,5538,0.00555022%
X-M-T,5708,0.0057206%
X-M-U,5675,0.00568753%
X-M-V,5649,0.00566147%
X-M-W,5765,0.00577773%
X-M-X,5726,0.00573864%
X-M-Y,5635,0.00564744%
X-M-Z,5605,0.00561737%
X-N-A,5622,0.00563441%
X-N-B,5758,0.00577071%
X-N-C,5710,0.0057226%
X-N-D,5561,0.00557327%
X-N-E,5604,0.00561637%
X-N-F,5737,0.00574966%
X-N-G,5728,0.00574064%
X-N-H,5774,0.00578674%
X-N-I,5786,0.00579877%
X-N-J,5758,0.00577071%
X-N-K,5582,0.00559432%
X-N-L,5665,0.0056775%
X-N-M,5631,0.00564343%
X-N-N,5685,0.00569755%
X-N-O,5558,0.00557027%
X-N-P,5651,0.00566347%
X-N-Q,5619,0.0056314%
X-N-R,5743,0.00575568%
X-N-S,5675,0.00568753%
X-N-T,5628,0.00564042%
X-N-U,5710,0.0057226%
X-N-V,5768,0.00578073%
X-N-W,5624,0.00563641%
X-N-X,5552,0.00556425%
X-N-Y,5664,0.0056765%
X-N-Z,5528,0.0055402%
X-O-A,5698,0.00571058%
X-O-B,5639,0.00565145%
X-O-C,5588,0.00560033%
X-O-D,5735,0.00574766%
X-O-E,5817,0.00582984%
X-O-F,5608,0.00562038%
X-O-G,5722,0.00573463%
X-O-H,5731,0.00574365%
X-O-I,5717,0.00572962%
X-O-J,5855,0.00586792%
X-O-K,5642,0.00565445%
X-O-L,5743,0.00575568%
X-O-M,5633,0.00564543%
X-O-N,5589,0.00560134%
X-O-O,5660,0.00567249%
X-O-P,5767,0.00577973%
X-O-Q,5806,0.00581882%
X-O-R,5708,0.0057206%
X-O-S,5682,0.00569454%
X-O-T,5609,0.00562138%
X-O-U,5603,0.00561537%
X-O-V,5620,0.00563241%
X-O-W,5687,0.00569955%
X-O-X,5632,0.00564443%
X-O-Y,5773,0.00578574%
X-O-Z,5773,0.00578574%
X-P-A,5634,0.00564644%
X-P-B,5539,0.00555123%
X-P-C,5757,0.00576971%
X-P-D,5702,0.00571459%
X-P-E,5701,0.00571358%
X-P-F,5671,0.00568352%
X-P-G,5658,0.00567049%
X-P-H,5717,0.00572962%
X-P-I,5521,0.00553319%
X-P-J,5745,0.00575768%
X-P-K,5682,0.00569454%
X-P-L,5794,0.00580679%
